,Unnamed: 0,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
4383,4383,1654737714,-4.256,53.79,90,400,13245,20129,939.656,2.42,2.51,16.63,2.594,0.059,4383,1
23283,23283,1654756614,-21.785,52.58,1316,400,12988,19398,938.706,1.71,1.78,11.76,1.834,0.041,23283,1
25312,25312,1654761661,11.64,53.25,31,400,12652,19698,939.787,0.06,0.08,0.33,0.085,0.022,318,0
25313,25313,1654761662,11.57,53.66,15,400,12664,19713,939.79,0.06,0.09,0.36,0.095,0.025,319,0
4715,4715,1654738046,-6.82,49.49,77,400,13229,20138,939.65,2.28,2.36,15.66,2.442,0.055,4715,1
60226,60226,1655127648,15.086,42.81,196,420,12770,20528,937.428,1.65,1.71,11.34,1.769,0.04,3340,0
60616,60616,1655128038,12.344,44.18,0,400,13426,21256,937.391,2.19,2.28,15.08,2.352,0.053,3730,0
56597,56597,1654717642,53.99,12.59,3864,400,13453,19755,936.685,0.78,0.81,5.34,0.832,0.019,5455,0
6127,6127,1654739458,-8.255,51.5,148,400,13188,20117,939.695,1.05,1.09,7.21,1.124,0.025,6127,1
62545,62545,1655129967,3.401,14.81,914,400,13705,20445,936.688,0.62,0.65,4.29,0.669,0.015,5659,0
55101,55101,1654716146,26.18,69.08,954,400,13289,20390,937.061,0.81,0.84,5.58,0.87,0.02,3959,0
19208,19208,1654752539,20.653,49.41,1161,400,12927,19434,938.684,1.79,1.86,12.33,1.923,0.043,19208,1
15844,15844,1654749175,12.004,51.17,1084,400,12883,19448,938.807,1.81,1.88,12.47,1.944,0.044,15844,1
1069,1069,1654734400,27.116,55.62,22,400,13031,19930,939.799,0.31,0.32,2.13,0.332,0.008,1069,0
18241,18241,1654751572,19.206,53.9,1107,400,12920,19452,938.692,2.13,2.21,14.63,2.281,0.052,18241,1
52465,52465,1654713510,26.39,46.12,74,400,12782,20652,937.479,1.88,1.95,12.91,2.013,0.045,1323,0
831,831,1654734162,26.879,49.97,12,400,12969,19897,939.779,0.12,0.13,0.86,0.134,0.003,831,0
11978,11978,1654745309,16.562,51.22,1111,595,12816,19452,939.027,1.78,1.84,12.22,1.905,0.043,11978,1
61945,61945,1655129367,-13.21,23.73,60000,15122,11126,16012,936.822,6283.49,6972.5,42130.75,7275.051,583.473,5059,0
12484,12484,1654745815,19.903,50.79,1046,538,12841,19476,938.998,2.16,2.25,14.88,2.321,0.052,12484,1
50715,50715,1654903732,40.19,13.94,0,1393,12875,20525,930.899,1.01,1.05,6.97,1.088,0.025,727,1
54361,54361,1654715406,28.66,42.76,194,413,12771,20528,937.355,1.83,1.9,12.59,1.963,0.044,3219,0
21551,21551,1654754882,-6.111,48.81,1356,401,12960,19384,938.722,1.84,1.91,12.67,1.976,0.045,21551,1
60933,60933,1655128355,16.621,57.91,2678,400,13340,19941,936.948,0.85,0.88,5.83,0.909,0.021,4047,0
50975,50975,1654903992,33.46,17.41,0,1064,12995,20811,930.899,0.96,1.0,6.63,1.035,0.023,987,1
19662,19662,1654752993,19.114,52.72,1226,410,12924,19418,938.7,1.44,1.49,9.9,1.543,0.035,19662,1
52257,52257,1654713302,28.79,41.54,96,400,12789,20640,937.49,1.92,2.0,13.25,2.065,0.047,1115,0
23385,23385,1654756716,-21.387,53.33,1364,401,12973,19384,938.722,1.75,1.82,12.04,1.878,0.042,23385,1
53923,53923,1654714968,25.72,49.12,162,432,12770,20554,937.378,1.49,1.54,10.23,1.595,0.036,2781,0
59752,59752,1655127174,19.853,42.25,168,417,12781,20562,937.419,1.8,1.87,12.37,1.929,0.044,2866,0
55937,55937,1654716982,40.82,20.28,0,400,13636,21389,936.821,0.86,0.89,5.9,0.92,0.021,4795,0
52430,52430,1654713475,28.33,43.4,85,400,12799,20649,937.49,1.75,1.82,12.05,1.879,0.042,1288,0
284,284,1654733615,23.516,56.91,0,400,12663,19717,939.784,0.2,0.3,1.14,0.327,0.097,284,0
16275,16275,1654749606,12.41,48.02,1122,400,12887,19456,938.75,1.91,1.99,13.17,2.054,0.046,16275,1
53365,53365,1654714410,26.16,46.71,121,400,12786,20604,937.345,1.81,1.88,12.43,1.939,0.044,2223,0
16916,16916,1654750247,13.98,53.64,1149,413,12884,19436,938.756,2.12,2.21,14.62,2.28,0.051,16916,1
13316,13316,1654746647,20.378,53.17,1117,523,12839,19455,938.889,2.19,2.27,15.05,2.346,0.053,13316,1
774,774,1654734105,26.719,49.87,26,400,12932,19870,939.775,0.24,0.25,1.65,0.257,0.006,774,0
58283,58283,1655125705,-8.389,47.37,86,400,12784,20636,937.464,1.83,1.9,12.61,1.967,0.044,1397,0
53444,53444,1654714489,25.65,48.38,142,412,12792,20580,937.334,1.95,2.03,13.43,2.094,0.047,2302,0
4575,4575,1654737906,-5.835,48.53,26,400,13266,20195,939.653,2.07,2.15,14.27,2.225,0.05,4575,1
1749,1749,1654735080,24.507,53.7,39,400,13124,20019,939.595,0.7,0.72,4.79,0.747,0.017,1749,0
20703,20703,1654754034,7.738,51.1,1021,400,13010,19475,938.706,2.46,2.55,16.92,2.639,0.06,20703,1
26338,26338,1654762687,14.86,55.62,10,400,13096,19990,939.713,0.65,0.68,4.47,0.698,0.016,1344,0
51344,51344,1654712389,26.72,45.66,65,441,12830,20720,937.583,2.15,2.23,14.77,2.304,0.052,202,0
53366,53366,1654714411,26.13,46.88,119,405,12786,20606,937.351,1.84,1.91,12.66,1.974,0.045,2224,0
57675,57675,1655125097,6.194,46.34,78,430,12781,20676,937.566,1.84,1.91,12.68,1.977,0.045,789,0
3314,3314,1654736645,7.681,58.52,215,400,13178,19997,939.695,2.23,2.32,15.36,2.395,0.054,3314,1
6151,6151,1654739482,-8.185,49.25,173,400,13162,20093,939.668,1.27,1.32,8.76,1.367,0.031,6151,1
23185,23185,1654756516,-21.979,47.83,1350,400,12972,19388,938.704,1.79,1.86,12.3,1.919,0.043,23185,1
14624,14624,1654747955,14.675,52.45,1191,474,12861,19444,938.877,1.68,1.74,11.55,1.801,0.041,14624,1
52146,52146,1654713191,29.12,40.81,79,400,12785,20666,937.512,2.05,2.13,14.14,2.204,0.05,1004,0
60553,60553,1655127975,12.053,43.67,0,400,13383,21202,937.446,1.51,1.57,10.43,1.626,0.037,3667,0
59572,59572,1655126994,13.847,42.28,159,418,12779,20556,937.349,1.68,1.74,11.55,1.8,0.041,2686,0
2015,2015,1654735346,22.423,48.69,50,400,13133,20003,939.624,0.73,0.76,5.0,0.78,0.018,2015,0
6732,6732,1654740063,-6.215,50.48,216,400,13144,20056,939.602,0.61,0.63,4.17,0.65,0.015,6732,1
21861,21861,1654755192,-10.968,47.91,1325,406,12958,19402,938.727,2.01,2.08,13.8,2.152,0.049,21861,1
27907,27907,1654764256,21.19,45.38,143,400,13160,20017,939.653,1.21,1.26,8.34,1.3,0.029,2913,0
27863,27863,1654764212,18.57,51.0,138,400,13162,20038,939.655,0.77,0.8,5.33,0.831,0.019,2869,0
58791,58791,1655126213,-4.497,41.4,138,401,12782,20596,937.386,1.57,1.63,10.8,1.685,0.038,1905,0
14223,14223,1654747554,16.62,51.73,1084,461,12865,19459,938.912,1.99,2.07,13.73,2.141,0.048,14223,1
10950,10950,1654744281,5.752,48.82,994,639,12802,19488,939.052,2.38,2.47,16.36,2.55,0.058,10950,1
21234,21234,1654754565,-0.864,53.7,1377,410,12953,19393,938.698,1.94,2.01,13.34,2.08,0.047,21234,1
51467,51467,1654712512,28.63,44.0,20,400,12848,20757,937.563,2.02,2.09,13.87,2.163,0.049,325,0
52711,52711,1654713756,26.1,47.01,82,400,12786,20644,937.454,1.79,1.86,12.29,1.917,0.043,1569,0
58528,58528,1655125950,-4.908,47.9,94,400,12781,20623,937.417,1.75,1.82,12.05,1.879,0.042,1642,0
22841,22841,1654756172,-21.323,52.65,1385,417,12961,19379,938.719,2.06,2.14,14.15,2.206,0.05,22841,1
5398,5398,1654738729,-9.239,55.01,19,400,13252,20216,939.733,2.36,2.46,16.27,2.538,0.057,5398,1
16096,16096,1654749427,12.169,47.89,1141,401,12885,19442,938.752,2.05,2.13,14.14,2.204,0.05,16096,1
57054,57054,1655124476,26.571,38.98,64,423,12849,20724,937.573,2.21,2.3,15.22,2.373,0.054,168,0
2279,2279,1654735610,19.913,51.98,28,400,13192,20138,939.606,1.24,1.29,8.54,1.332,0.03,2279,0
25842,25842,1654762191,12.8,56.42,3,400,12976,19906,939.762,0.22,0.23,1.52,0.237,0.005,848,0
62270,62270,1655129692,-21.141,11.21,12618,400,13115,19201,936.708,9.39,9.76,64.63,10.079,0.228,5384,0
5082,5082,1654738413,-8.626,53.03,54,400,13231,20166,939.689,2.3,2.38,15.8,2.463,0.056,5082,1
16988,16988,1654750319,14.215,49.28,1078,400,12900,19461,938.794,1.73,1.8,11.93,1.86,0.042,16988,1
14205,14205,1654747536,16.71,52.55,1074,472,12857,19454,938.898,2.25,2.33,15.46,2.411,0.054,14205,1
20264,20264,1654753595,13.803,53.24,1339,424,12915,19390,938.741,1.53,1.59,10.54,1.644,0.037,20264,1
56796,56796,1654717841,48.1,15.18,1117,400,13673,20376,936.689,0.66,0.68,4.53,0.706,0.016,5654,0
62464,62464,1655129886,-7.867,14.42,1546,400,13682,20284,936.679,0.89,0.92,6.11,0.952,0.022,5578,0
20135,20135,1654753466,15.278,50.66,1193,400,12941,19426,938.735,1.67,1.73,11.47,1.788,0.04,20135,1
25114,25114,1654761463,13.04,54.24,10,419,12562,19658,939.802,0.01,0.03,0.02,0.036,0.021,120,0
20180,20180,1654753511,14.783,46.68,919,400,13026,19502,938.751,2.09,2.18,14.41,2.248,0.051,20180,1
53637,53637,1654714682,28.49,42.93,154,438,12774,20566,937.311,2.07,2.15,14.24,2.22,0.05,2495,0
54889,54889,1654715934,26.78,41.37,0,400,13456,21314,937.391,2.2,2.29,15.14,2.361,0.053,3747,0
28140,28140,1654764489,21.33,45.19,174,400,13153,19998,939.624,0.69,0.72,4.77,0.744,0.017,3146,0
52586,52586,1654713631,26.29,46.42,85,400,12784,20642,937.453,1.76,1.83,12.1,1.886,0.043,1444,0
538,538,1654733869,25.601,50.12,13,400,12816,19803,939.812,0.18,0.19,1.23,0.192,0.004,538,0
22701,22701,1654756032,-20.523,47.95,1325,400,12968,19392,938.74,1.89,1.96,13.0,2.028,0.046,22701,1
55210,55210,1654716255,32.94,51.99,2959,400,13323,19877,936.959,0.57,0.59,3.93,0.613,0.014,4068,0
55426,55426,1654716471,41.35,35.43,3703,400,13110,19722,936.852,0.74,0.77,5.08,0.793,0.018,4284,0
21527,21527,1654754858,-5.72,53.31,1346,418,12952,19387,938.729,1.68,1.75,11.58,1.806,0.041,21527,1
21548,21548,1654754879,-6.062,49.5,1293,400,12967,19407,938.715,1.93,2.01,13.29,2.073,0.047,21548,1
6069,6069,1654739400,-8.418,50.88,132,400,13200,20134,939.631,1.03,1.07,7.08,1.105,0.025,6069,1
6815,6815,1654740146,-5.929,52.94,223,400,13140,20033,939.612,0.52,0.54,3.57,0.557,0.013,6815,1
13049,13049,1654746380,20.814,46.91,1074,532,12843,19466,938.917,2.03,2.11,14.0,2.183,0.049,13049,1
2061,2061,1654735392,22.014,54.11,38,400,13129,20018,939.63,0.62,0.64,4.25,0.663,0.015,2061,0
13758,13758,1654747089,18.838,47.41,1166,511,12848,19443,938.887,1.6,1.66,11.02,1.719,0.039,13758,1
54041,54041,1654715086,25.75,49.02,185,433,12768,20539,937.421,1.94,2.02,13.38,2.086,0.047,2899,0
5389,5389,1654738720,-9.232,54.48,16,400,13255,20212,939.761,2.46,2.55,16.91,2.637,0.06,5389,1
58108,58108,1655125530,-9.158,47.53,66,400,12787,20664,937.491,1.76,1.83,12.13,1.891,0.043,1222,0
62033,62033,1655129455,-17.915,18.63,60000,21322,10931,15629,936.787,13120.63,38403.83,28063.69,43708.422,24363.977,5147,0
4620,4620,1654737951,-6.168,54.03,35,400,13260,20184,939.646,2.39,2.48,16.45,2.565,0.058,4620,1
62146,62146,1655129568,-21.539,11.58,60000,3689,11865,17360,936.742,789.77,992.3,5004.16,1053.041,185.862,5260,0
19993,19993,1654753324,16.697,48.52,1191,408,12924,19428,938.734,1.64,1.7,11.27,1.758,0.04,19993,1
57338,57338,1655124760,22.834,41.11,59,400,12837,20705,937.525,1.94,2.01,13.32,2.077,0.047,452,0
52012,52012,1654713057,28.67,42.22,87,404,12785,20656,937.539,2.03,2.11,14.0,2.183,0.049,870,0
25211,25211,1654761560,11.09,55.94,17,400,12601,19678,939.791,0.1,0.21,0.44,0.229,0.101,217,0
26130,26130,1654762479,15.45,56.74,0,400,13074,19976,939.759,0.35,0.36,2.4,0.375,0.008,1136,0
21886,21886,1654755217,-11.34,53.28,1348,405,12956,19382,938.722,1.99,2.07,13.69,2.135,0.048,21886,1
55539,55539,1654716584,46.19,27.43,14109,553,12735,19069,936.845,0.71,0.73,4.86,0.758,0.017,4397,0
26547,26547,1654762896,18.17,49.03,9,400,13114,20012,939.664,0.57,0.59,3.93,0.613,0.014,1553,0
11193,11193,1654744524,8.47,48.02,1053,641,12801,19465,939.068,2.01,2.09,13.84,2.159,0.049,11193,1
6227,6227,1654739558,-7.954,54.85,168,400,13171,20105,939.667,1.07,1.11,7.34,1.145,0.026,6227,1
25576,25576,1654761925,14.22,51.64,2,400,12841,19819,939.827,0.28,0.3,1.88,0.315,0.02,582,0
3615,3615,1654736946,3.976,52.64,323,400,13107,19880,939.663,1.58,1.64,10.84,1.691,0.038,3615,1
54005,54005,1654715050,28.73,42.44,164,415,12778,20558,937.412,1.83,1.9,12.61,1.966,0.044,2863,0
4934,4934,1654738265,-8.043,49.58,29,400,13248,20187,939.692,2.38,2.47,16.39,2.556,0.058,4934,1
18313,18313,1654751644,19.459,48.32,1193,407,12912,19429,938.714,1.69,1.75,11.6,1.809,0.041,18313,1
13453,13453,1654746784,19.993,47.88,1161,515,12839,19442,938.864,1.73,1.79,11.88,1.853,0.042,13453,1
22481,22481,1654755812,-18.731,52.63,1381,407,12957,19379,938.741,1.97,2.04,13.54,2.112,0.048,22481,1
60647,60647,1655128069,12.571,38.61,0,400,13444,21302,937.398,1.94,2.02,13.37,2.086,0.047,3761,0
17723,17723,1654751054,17.096,47.57,1138,400,12907,19448,938.707,1.59,1.65,10.92,1.703,0.038,17723,1
21221,21221,1654754552,-0.647,52.42,1383,414,12950,19388,938.691,2.06,2.14,14.2,2.214,0.05,21221,1
18483,18483,1654751814,19.99,52.16,1163,400,12924,19437,938.729,1.7,1.77,11.71,1.827,0.041,18483,1
53367,53367,1654714412,26.09,47.03,120,405,12789,20605,937.344,1.88,1.95,12.92,2.015,0.046,2225,0
22865,22865,1654756196,-21.431,50.99,1293,400,12974,19401,938.72,1.74,1.81,12.01,1.872,0.042,22865,1
53520,53520,1654714565,28.57,42.63,195,449,12763,20526,937.331,1.9,1.97,13.05,2.035,0.046,2378,0
3997,3997,1654737328,-0.426,49.53,138,400,13215,20080,939.619,1.98,2.06,13.62,2.124,0.048,3997,1
3713,3713,1654737044,2.805,54.06,264,400,13140,19955,939.674,1.27,1.32,8.75,1.365,0.031,3713,1
169,169,1654733500,22.25,56.32,2,403,12577,19663,939.826,0.0,0.0,0.0,0.0,0.0,169,0
54584,54584,1654715629,25.41,44.73,0,400,13210,21142,937.439,2.04,2.12,14.03,2.188,0.049,3442,0
20829,20829,1654754160,5.777,48.88,1268,400,12959,19413,938.692,2.31,2.4,15.93,2.484,0.056,20829,1
2236,2236,1654735567,20.347,54.24,0,400,13213,20133,939.604,0.83,0.87,5.74,0.895,0.02,2236,0
25542,25542,1654761891,12.38,51.64,24,400,12801,19784,939.824,0.23,0.24,1.59,0.247,0.006,548,0
50738,50738,1654903755,37.42,15.53,0,915,13122,20787,930.921,0.96,1.0,6.64,1.035,0.023,750,1
61166,61166,1655128588,20.349,35.76,3338,400,13122,19777,936.882,0.83,0.86,5.73,0.893,0.02,4280,0
7312,7312,1654740643,-4.515,54.59,249,400,13143,20015,939.503,0.47,0.49,3.26,0.509,0.011,7312,1
1805,1805,1654735136,24.11,52.87,68,400,13112,19983,939.653,0.65,0.68,4.49,0.7,0.016,1805,0
51505,51505,1654712550,26.98,44.79,61,410,12825,20719,937.567,2.44,2.53,16.78,2.617,0.059,363,0
11968,11968,1654745299,16.476,47.01,1115,597,12817,19455,939.055,2.29,2.37,15.73,2.453,0.055,11968,1
58752,58752,1655126174,-4.3,46.93,131,415,12787,20598,937.396,1.97,2.04,13.53,2.109,0.048,1866,0
26795,26795,1654763144,16.82,51.47,64,400,13108,19989,939.63,0.62,0.65,4.29,0.668,0.015,1801,0
59993,59993,1655127415,19.766,42.31,202,438,12768,20527,937.358,1.66,1.72,11.4,1.778,0.04,3107,0
59337,59337,1655126759,2.712,41.84,159,436,12774,20564,937.284,1.89,1.96,13.02,2.03,0.046,2451,0
2339,2339,1654735670,19.291,51.83,34,400,13201,20130,939.572,1.1,1.15,7.6,1.185,0.027,2339,0
14812,14812,1654748143,13.872,53.16,1107,452,12867,19456,938.858,1.55,1.61,10.69,1.667,0.038,14812,1
1896,1896,1654735227,23.416,48.89,71,400,13121,19982,939.637,0.63,0.65,4.34,0.677,0.015,1896,0
27425,27425,1654763774,20.12,48.44,24,400,13200,20134,939.602,1.16,1.21,7.99,1.245,0.028,2431,0
26284,26284,1654762633,14.55,55.43,16,400,13070,19947,939.721,0.38,0.4,2.65,0.413,0.009,1290,0
19858,19858,1654753189,17.83,53.99,1203,405,12924,19429,938.716,1.76,1.83,12.12,1.89,0.043,19858,1
21506,21506,1654754837,-5.377,47.57,1308,400,12965,19404,938.726,1.82,1.89,12.53,1.954,0.044,21506,1
11179,11179,1654744510,8.313,51.64,998,634,12807,19483,939.073,2.44,2.54,16.82,2.622,0.059,11179,1
2523,2523,1654735854,17.286,53.01,67,400,13186,20113,939.613,1.12,1.16,7.7,1.2,0.027,2523,0
15405,15405,1654748736,12.26,52.65,1147,439,12868,19443,938.825,1.9,1.97,13.05,2.035,0.046,15405,1
6698,6698,1654740029,-6.335,53.83,225,400,13140,20043,939.612,0.65,0.67,4.45,0.694,0.016,6698,1
14934,14934,1654748265,13.414,53.32,1107,455,12868,19450,938.811,1.95,2.03,13.44,2.095,0.047,14934,1
26070,26070,1654762419,13.65,56.69,14,400,13034,19936,939.818,0.32,0.33,2.19,0.342,0.008,1076,0
61918,61918,1655129340,-11.528,23.52,60000,16350,11062,16114,936.844,9696.56,14378.45,55923.36,15554.484,4412.984,5032,0
4642,4642,1654737973,-6.325,47.89,40,400,13251,20173,939.672,2.09,2.17,14.4,2.246,0.051,4642,1
56840,56840,1654717885,45.19,16.58,751,400,13698,20482,936.668,0.76,0.79,5.21,0.813,0.018,5698,0
14343,14343,1654747674,16.021,51.73,1107,461,12869,19448,938.926,2.29,2.38,15.74,2.455,0.055,14343,1
10871,10871,1654744202,4.884,54.38,1004,662,12784,19476,939.078,2.43,2.52,16.69,2.603,0.059,10871,1
21920,21920,1654755251,-11.838,48.02,1350,401,12962,19388,938.748,1.94,2.01,13.33,2.079,0.047,21920,1
10879,10879,1654744210,4.971,52.95,938,634,12806,19494,939.059,2.45,2.54,16.85,2.628,0.059,10879,1
19399,19399,1654752730,20.23,47.92,1199,400,12926,19434,938.687,1.9,1.97,13.08,2.04,0.046,19399,1
54576,54576,1654715621,25.51,44.97,0,400,13209,21109,937.45,1.99,2.06,13.67,2.131,0.048,3434,0
52015,52015,1654713060,28.86,41.61,73,400,12796,20678,937.54,2.17,2.25,14.92,2.326,0.053,873,0
62584,62584,1655130006,10.222,16.58,751,400,13698,20482,936.668,0.76,0.79,5.21,0.813,0.018,5698,0
25331,25331,1654761680,11.16,56.83,6,400,12681,19720,939.805,0.09,0.13,0.55,0.139,0.034,337,0
27339,27339,1654763688,17.71,52.98,33,400,13215,20143,939.568,0.97,1.01,6.66,1.038,0.023,2345,0
13621,13621,1654746952,19.4,53.44,1048,479,12855,19470,938.864,1.66,1.73,11.46,1.787,0.04,13621,1
59666,59666,1655127088,17.545,49.06,149,419,12776,20564,937.388,1.51,1.57,10.4,1.622,0.037,2780,0
60466,60466,1655127888,12.07,38.44,0,400,13313,21312,937.463,1.94,2.02,13.35,2.082,0.047,3580,0
58620,58620,1655126042,-4.166,42.06,119,440,12766,20600,937.407,1.82,1.89,12.5,1.949,0.044,1734,0
27150,27150,1654763499,17.69,50.93,0,400,13199,20108,939.647,0.78,0.81,5.37,0.837,0.019,2156,0
19753,19753,1654753084,18.569,48.52,1134,400,12938,19443,938.705,1.43,1.49,9.87,1.539,0.035,19753,1
3951,3951,1654737282,0.077,52.48,147,400,13216,20068,939.656,2.54,2.64,17.52,2.731,0.062,3951,1
60623,60623,1655128045,12.391,44.7,0,400,13410,21217,937.385,2.17,2.25,14.9,2.324,0.052,3737,0
19037,19037,1654752368,20.791,47.94,1212,402,12922,19426,938.717,1.66,1.72,11.4,1.778,0.04,19037,1
7622,7622,1654740953,-4.112,50.93,296,400,13112,19966,939.471,0.27,0.29,1.89,0.295,0.007,7622,1
55000,55000,1654716045,24.44,46.56,39,400,13253,21115,937.074,1.88,1.95,12.95,2.019,0.046,3858,0
7694,7694,1654741025,-4.086,56.08,290,400,13120,19975,939.448,0.32,0.33,2.18,0.34,0.008,7694,1
59116,59116,1655126538,-4.276,47.57,120,400,12786,20596,937.311,2.0,2.08,13.75,2.144,0.048,2230,0
54374,54374,1654715419,28.95,42.08,182,413,12782,20537,937.373,1.41,1.47,9.74,1.519,0.034,3232,0
56410,56410,1654717455,58.7,11.2,60000,3639,11871,17350,936.742,3303.4,4198.61,20810.16,4462.115,824.104,5268,0
25615,25615,1654761964,11.84,57.23,10,400,12859,19826,939.845,0.21,0.22,1.45,0.227,0.005,621,0
14637,14637,1654747968,14.616,53.33,1176,472,12863,19435,938.864,2.11,2.19,14.5,2.261,0.051,14637,1
52195,52195,1654713240,28.75,41.8,53,400,12792,20680,937.494,1.97,2.04,13.54,2.112,0.048,1053,0
57148,57148,1655124570,27.06,45.91,34,401,12844,20748,937.591,1.92,2.0,13.22,2.061,0.047,262,0
5128,5128,1654738459,-8.767,48.33,38,400,13245,20177,939.707,1.78,1.85,12.24,1.909,0.043,5128,1
14093,14093,1654747424,17.267,53.14,1115,492,12847,19446,938.904,2.01,2.09,13.82,2.156,0.049,14093,1
3207,3207,1654736538,9.018,58.44,0,400,13362,20349,939.678,2.5,2.6,17.23,2.687,0.061,3207,1
14679,14679,1654748010,14.429,51.56,1182,471,12858,19427,938.863,1.93,2.0,13.27,2.07,0.047,14679,1
58846,58846,1655126268,-4.805,41.8,137,400,12789,20585,937.359,1.73,1.8,11.9,1.856,0.042,1960,0
5069,5069,1654738400,-8.583,48.26,46,400,13242,20167,939.664,2.3,2.39,15.82,2.467,0.056,5069,1
60572,60572,1655127994,12.116,41.98,0,400,13401,21251,937.464,1.89,1.96,12.99,2.026,0.046,3686,0
3569,3569,1654736900,4.534,51.89,320,400,13113,19883,939.679,1.38,1.44,9.53,1.486,0.034,3569,1
401,401,1654733732,24.595,55.0,1,400,12731,19763,939.847,0.19,0.24,1.2,0.26,0.049,401,0
17813,17813,1654751144,17.482,53.5,1124,408,12903,19443,938.726,1.97,2.05,13.58,2.118,0.048,17813,1
5740,5740,1654739071,-9.108,53.69,47,400,13247,20211,939.682,2.31,2.4,15.88,2.477,0.056,5740,1
51486,51486,1654712531,29.59,39.77,32,400,12840,20744,937.579,2.11,2.19,14.51,2.263,0.051,344,0
61153,61153,1655128575,20.218,26.19,1320,400,13143,20288,936.785,1.69,1.75,11.62,1.812,0.041,4267,0
16536,16536,1654749867,12.925,50.79,1168,410,12886,19434,938.758,1.77,1.84,12.18,1.899,0.043,16536,1
54790,54790,1654715835,28.02,38.17,0,400,13347,21176,937.46,2.09,2.17,14.37,2.24,0.051,3648,0
61455,61455,1655128877,17.629,17.94,29188,684,12659,18805,936.894,0.74,0.76,5.06,0.79,0.018,4569,0
22096,22096,1654755427,-14.295,48.32,1348,400,12965,19393,938.721,1.76,1.83,12.14,1.892,0.043,22096,1
4328,4328,1654737659,-3.76,50.74,96,400,13231,20118,939.672,2.56,2.66,17.62,2.748,0.062,4328,1
4074,4074,1654737405,-1.25,53.23,119,400,13220,20093,939.618,2.3,2.39,15.84,2.47,0.056,4074,1
5558,5558,1654738889,-9.266,53.06,39,400,13253,20228,939.73,2.32,2.41,15.99,2.494,0.056,5558,1
52720,52720,1654713765,25.86,47.65,91,403,12783,20636,937.442,2.0,2.08,13.75,2.144,0.048,1578,0
51616,51616,1654712661,27.74,40.72,102,430,12812,20671,937.516,2.15,2.23,14.79,2.307,0.052,474,0
18048,18048,1654751379,18.465,53.17,1141,400,12908,19447,938.682,1.9,1.97,13.07,2.038,0.046,18048,1
55060,55060,1654716105,24.38,48.84,88,400,13276,21063,937.018,1.73,1.79,11.88,1.852,0.042,3918,0
56957,56957,1655124379,23.764,44.42,26,409,12865,20771,937.592,2.39,2.48,16.42,2.56,0.058,71,0
56626,56626,1654717671,55.06,12.06,2875,400,13530,19943,936.714,0.82,0.85,5.62,0.876,0.02,5484,0
51769,51769,1654712814,28.6,43.09,45,400,12830,20721,937.488,2.28,2.36,15.66,2.442,0.055,627,0
12987,12987,1654746318,20.846,46.96,1028,529,12841,19472,938.913,1.69,1.75,11.62,1.812,0.041,12987,1
60996,60996,1655128418,17.794,50.48,3580,400,13233,19732,936.941,0.77,0.8,5.33,0.831,0.019,4110,0
57698,57698,1655125120,4.963,41.67,61,403,12793,20694,937.546,2.04,2.12,14.06,2.192,0.05,812,0
55433,55433,1654716478,42.66,28.23,3649,400,13085,19727,936.877,0.69,0.72,4.75,0.741,0.017,4291,0
52234,52234,1654713279,26.16,46.96,116,415,12776,20626,937.498,2.41,2.5,16.57,2.584,0.058,1092,0
3736,3736,1654737067,2.534,48.57,229,400,13161,19982,939.686,1.58,1.64,10.85,1.692,0.038,3736,1
53610,53610,1654714655,25.96,48.13,162,438,12768,20552,937.32,2.1,2.18,14.42,2.249,0.051,2468,0
15334,15334,1654748665,12.372,49.42,1195,463,12854,19424,938.825,1.88,1.95,12.94,2.018,0.046,15334,1
18910,18910,1654752241,20.761,48.95,1214,408,12924,19436,938.71,1.96,2.04,13.49,2.104,0.048,18910,1
